Gene	A0106_T	A0113_T	A0135_T	A0136_T	A0156_T	A0167_T	A0169_T	A0179_T	A0180_T	A0181_T	A0184_T	A0187_T	A0188_T	A0200_T	A0204_T	A0205_T	A0209_T	A0214_T	A0234_T	A0241_T	A0265_T	A0273_T	A0282_T	A0287_T	A0312_T	A0313_T	A0353_T	A0373_T	A0375_T	A0378_T	A0383_T	A0394_T	A0395_T	A0411_T	A0421_T	A0504_T	A0526_T	A0568_T	A0605_T	A0614_T	A0629_T	A0673_T	A0680_T	A0695_T	A0715_T	A0738_T	A0740_T	A0743_T	A0760_T	A0794_T	A0804_T	A0811_T	A0825_T	A0847_T	A0927_T	A0933_T	A0934_T	A0978_T	A0982_T	A1020_T	A1063_T	A1126_T	A1156_T	A1159_T	A1170_T	A1177_T	A1183_T	A1184_T	A1191_T	A1195_T	A1197_T	A1210_T	A1211_T	A1217_T	A1220_T	A1223_T	A1230_T	A1232_T	A1245_T	A1253_T	A1270_T	A1287_T	A1301_T	A1303_T	A1314_T	A1319_T	A1320_T	A1336_T	A1346_T	A1347_T	A1358_T	A1359_T	A1360_T	A1369_T	A1380_T	A1381_T	A1403_T	A1423_T	A1430_T	A1434_T	A1444_T	A1459_T	A1461_T	A1462_T	A1463_T	A1479_T	A1485_T	A1511_T	A1532_T	A1538_T	A1543_T	A1545_T	A0118_T	A0121_T	A0128_T	A0132_T
AIFM3	2.829564685	1.19560589	0.761483933	3.46424701	3.064179804	2.215031109	1.287679805	1.856388919	2.651147693	1.485858547	1.446600204	4.372141693	2.715408066	0.979211113	1.519684218	2.195330959	0.405085442	1.771915887	1.433907637	3.357231248	2.853288427	0.494446944	2.536496849	1.597527192	1.189761323	0.306692744	1.063271254	1.110779657	0.652197852	3.592306305	0.455427206	1.985514058	1.37713432	0.31263533	1.573026028	1.692815125	5.551253816	2.137496641	5.535406486	2.153937673	4.925825773	2.279179737	1.612655934	1.480598012	1.956757507	1.980597937	3.242741242	2.300411169	0.904410917	0.677640669	0.806154649	1.98955459	1.233073803	0.963919926	0.795385053	1.242674092	0.87330097	2.76913698	1.600086466	2.361499402	0.811029812	0.988602909	1.36505892	1.555099166	1.955798255	3.138028592	2.025803888	2.229932632	2.611756393	2.528421599	1.405201348	1.478594695	2.187809034	1.154851956	1.836644695	1.868163747	1.975914169	2.563902833	1.717193293	1.550388883	2.917220935	1.437796466	4.519261569	6.084663673	3.325109518	1.932378081	2.861731973	1.360597526	2.549063096	1.452114659	0.731521311	1.591949612	3.191584093	3.231600805	1.731804008	4.330169524	1.804284425	0.736465007	1.175875387	0.968591843	0.300326505	1.900428152	1.914918919	2.883509169	1.172414628	1.107212094	0.98633496	2.09500335	1.42690625	1.739200135	0.78047393	1.00284864	0.714916091	0.649855454	1.898648905	1.333952233
AIG1	27.18148322	28.93279643	30.3722482	22.20631941	30.67558852	20.2142187	26.74763809	19.91117843	22.72133339	23.31874966	27.55239372	24.34168758	27.73823915	29.99096639	29.46490851	28.55472301	29.77922093	24.70351748	15.58139803	23.47000286	22.6631028	28.87194287	26.43856591	22.01827934	28.81047358	30.37174964	23.99414758	22.42778882	35.77493426	22.82539722	39.08196651	24.35843784	28.49492644	36.88110733	28.91068817	24.5827049	19.78991302	24.38245865	26.03550531	25.49715691	21.27238106	32.82425972	23.03794847	37.21866659	22.49202972	25.82303374	28.6079903	26.51206767	25.90483405	29.06906629	21.04667797	21.75378171	19.53249448	19.33195879	25.66509224	19.84890697	32.95511659	21.79165057	16.19262397	28.48556657	27.07914834	23.49110056	21.68531703	26.61418653	15.50065827	18.1464897	25.44619013	27.84887017	21.89633711	23.88141454	29.72188469	23.94103411	19.01732199	26.94710698	30.54833262	26.18865205	23.12160093	24.43954093	28.76217557	26.3362691	22.50703435	24.06599228	28.59497243	28.91820904	31.4425607	22.62834859	23.96383488	33.55084295	22.57160375	33.91293336	34.28238887	31.70273014	23.77110382	33.25134278	27.81750829	37.32155166	29.43810095	24.68586417	23.88434651	25.08395781	33.29227052	21.48998296	25.75946355	20.90231937	24.78566402	27.0655934	25.59258827	30.10730716	15.58122769	30.02766722	26.75853644	22.94190283	27.06420259	30.0637039	26.69669608	27.04341543
AIM2	3.027698963	2.266741699	2.320220261	3.381477367	3.708101647	13.62033463	24.69164197	36.67080284	3.954752279	1.258672929	1.288174341	11.98901111	2.912623968	1.146761963	5.057354906	13.29878887	4.166802787	13.07095307	46.38200632	3.324057026	3.107603266	9.199669096	15.63185961	7.249647854	2.491933206	0.78867817	31.84612978	18.92226149	1.274948643	19.06084934	0.854256032	16.68433186	1.601433201	1.390377664	7.45572542	4.412265064	2.498363422	7.04530143	4.026068617	6.851573168	0	2.83994697	4.776155474	0.339812412	4.186215303	1.864185981	5.325682175	2.299006424	9.234576144	0.439308974	9.640867365	2.661086174	1.74866954	0.363150309	0.369343362	29.45907717	0.894232933	0.853571141	15.10342486	2.922705535	1.156724973	4.894170528	0.056962729	2.465017875	22.28383841	2.243959181	0.225797554	6.368214562	13.92127201	5.779540194	6.129404387	6.633242133	9.908315201	3.067766861	2.167041105	2.848543591	3.118881533	7.908085946	4.373215495	14.57895975	7.591079558	7.287419834	1.002230495	5.052969907	3.036878805	9.431778716	9.430316097	0.785839184	17.72180703	2.993866024	1.372132546	13.40114431	4.656735487	5.82093446	3.302770411	2.284491343	2.96324766	0.190977727	1.707575562	10.85353322	1.427794489	16.49507054	1.69560689	0.59255049	1.498723537	1.244180878	1.566610826	1.620902449	24.49615894	1.088629769	1.29866903	1.88781008	9.34364247	1.459014719	3.483124985	4.304734744
AIMP1	37.71211164	41.04249331	44.93670452	39.12314553	45.84405196	39.10288662	49.86956513	39.84804963	46.38587225	46.1282881	45.20901206	38.78784978	44.51489021	32.41146263	44.56020377	40.74469461	35.97119773	23.94279593	45.9561295	35.56888535	43.06819398	40.83971302	40.52914873	36.92494457	33.21299694	42.94816563	28.15379126	45.19166367	42.83774901	25.53431225	50.350762	43.82985816	43.86439711	37.76446901	32.11188666	35.4420646	25.96856596	32.41139739	23.19555509	27.24159139	24.1517472	42.53784767	30.66576251	31.76830201	36.51289685	38.2234947	23.7790631	24.03129399	40.34602103	36.23228924	28.95488179	25.37316424	36.70793647	34.72402618	50.79116939	51.4944669	32.46909753	32.04904291	36.16387731	28.80644804	33.10080408	38.44559187	37.47764135	27.08155494	26.13395121	27.45973126	35.62576736	39.54798087	38.44792251	37.11197054	36.03550931	35.42767728	26.3128872	34.1938014	60.09051112	36.87803138	48.88047089	37.18721387	27.94456072	34.26215243	53.1528615	60.14793852	38.55018207	27.21517897	38.39972645	46.83735567	51.57319382	35.48654015	37.57564106	41.62625261	41.01501657	45.6939287	43.59449042	38.34024258	37.10183517	31.99181423	41.25152663	36.06908186	53.97690136	43.16054565	38.00629177	42.79323958	38.89896114	32.60103906	29.73755714	36.26406887	33.93677874	45.67719887	29.12853372	36.2897525	44.87370716	37.39575435	64.56625224	65.52193925	46.15352131	37.14817068
AIMP2	35.65604736	70.2648265	61.12353967	35.09627985	25.00626201	35.36623096	38.05677417	94.51899069	32.60408589	67.55887236	42.87202055	41.42681774	38.43627046	56.47374519	29.04495534	39.29723894	47.8596291	31.48900035	32.73837288	35.45261496	28.10323226	61.41566759	29.03443668	34.61410872	52.03523008	95.23640412	49.30952872	43.16290336	113.4434956	46.6817021	123.5015451	35.17254192	48.78266453	67.72788967	39.88650132	40.28718241	47.47305068	54.13432197	42.79157091	49.63628702	36.9764557	36.30828285	38.60084659	65.94595157	32.60266602	47.42308215	35.03779312	34.53201485	108.0254618	91.65001461	43.31836702	39.69554658	29.13227127	44.25590471	84.19593175	93.20351688	79.4114076	33.36856343	33.54199801	55.53625494	57.45164876	52.88016301	227.1476788	48.49890362	44.1662281	34.65925825	76.9931404	46.56416926	41.10659963	44.03580555	47.46602552	39.41715116	31.98833908	36.03345954	77.49274559	33.22949994	46.99662816	45.62598903	35.39442296	41.21460061	55.71070091	44.92597928	41.20009182	43.60878213	53.71051423	37.75678782	29.1083812	101.8199498	31.61226384	44.81593885	82.65898061	63.36938399	54.09266862	73.52108387	60.67556699	54.57608263	52.93976555	29.79945989	57.59454862	44.56046099	78.18832955	46.61682678	56.91678156	42.03667114	38.56674275	57.65129783	43.85243305	76.92121366	49.64661171	82.11743151	38.67554952	47.37017354	181.9957151	99.38516837	45.47554238	56.82501969
AIP	97.03618113	70.59581515	75.81353487	83.60531281	106.3581651	97.0239311	97.72476053	110.5893521	88.89608071	111.2078886	122.7900846	99.51693647	117.5944077	116.6417078	85.65910925	93.69131759	88.08262333	102.0015291	79.17024427	152.4904613	77.2921423	65.67753953	106.4611411	80.13929596	78.95236372	83.78908582	143.3426271	111.8820518	97.87087803	145.5433488	91.12598024	119.0951987	84.15521651	102.9326498	122.1345839	151.3322404	146.0421363	87.2550305	161.1196404	168.7630508	132.094122	99.11119158	119.7301011	105.9662467	85.67177849	81.57784973	127.5257381	133.4980686	115.8088074	93.92867627	102.7737236	110.5499723	124.8553959	118.232445	92.74063644	95.31029485	103.6202062	117.5247187	130.9201473	116.7688894	108.4544708	127.7843317	89.99729237	114.3512419	154.087987	95.87340512	133.7918084	88.25305739	114.9036182	139.8926023	138.7701067	102.672058	112.9430951	53.13577864	79.47294984	84.7758097	85.81396354	97.2366292	78.95595483	60.2767457	95.46237407	116.3018049	98.90167293	126.1296433	123.8537578	86.13536313	126.6346528	83.16390372	84.7106357	106.2069791	98.27723175	93.23510816	110.9258851	90.81978692	112.2403964	80.12094663	91.30043981	116.8058187	73.28265625	102.9475353	108.1277686	97.16992992	108.9646877	135.4913959	154.829026	97.75650883	96.23883263	114.7420614	137.8549511	107.9872077	62.54013663	109.3634143	59.64785151	137.5639477	129.9880533	148.0524134
AIRE	0.118342349	0	0.324166501	0.389554661	0.327276989	0.357534018	0.069767092	1.22027227	0.782200298	0	0	0.030800608	0	0.125504358	0.283034124	0.659263562	0.536499777	0.449376817	0.677132275	0.932801819	0.766900038	0.337657634	0.684315163	1.068063647	0.030302567	0.533120918	0.660097767	0.466800625	0	0.723634884	0.180951895	0.531836788	0	0.093163004	0.28935189	0.754513728	0.341783546	0.651857712	0	0	0	0.287787549	0	0.270471846	1.232144119	0.218593874	2.178038331	0.308092326	0.196516052	0	0	0.520063575	0.172240699	0.487767687	0	0.184232657	0.155697468	0.337338648	0	0	0	0.178543222	0	0.195806193	0.346912702	0.125940632	0.176513011	0.380925484	0.779783571	0.427885661	0.083331255	0.503554544	2.69999837	0.055957284	0.072974195	0.074226521	0.113779272	0.227757826	0	0.605907358	0.21774628	0.59352749	0.040624626	0.244694269	2.035724856	0.298580749	0.218660218	0.122863014	0.658321604	0	0.339092307	0.276727003	0.240776793	0	0.130649296	0	0.149350929	0.209010568	0.062293711	0.185021261	0.170466792	0.629237177	0	0.126097485	0.246035804	0.139657554	0.04082229	0.153515268	0.437270076	0.238284464	0	0.239811031	0.081157973	0.067948103	0	0.466212908
AJAP1	11.72584451	0.195081412	0.587305616	2.159662329	2.725156902	8.670003768	2.90214113	0.330148648	2.301441941	0.28522421	0.518700618	19.68719699	2.175023845	0.272857611	0.861477823	0.683572648	1.965380841	0.976985079	2.203142119	0.76556771	2.087760506	1.074452032	0.243451946	0.583833524	0.270109922	0.027596481	1.16244001	1.356229995	0.102925043	2.180845086	0.091794612	0.978003566	0.455390372	0.172162942	2.308711435	1.91221417	4.007612119	0.712647389	0.945671036	0.598052131	0.822816904	1.877027012	1.626739157	0.889395067	1.026240928	0.43563894	0.500202318	1.228003438	0.567623291	0.132402202	0.143370209	0	1.427133688	3.413078726	0.890789878	0.80107629	0.116057181	0.964708545	8.799884997	0.666445207	0.283568432	3.07429697	0.189749925	1.754830161	3.60893791	4.531491107	1.128239552	2.318864259	1.894192604	1.132492137	0.380456039	0.884940914	4.037439436	3.935574873	0.190382851	2.027946379	1.53367065	1.814107161	3.154864254	3.897001745	4.446315984	2.092837388	1.965154303	5.665662146	3.179383601	1.386379801	2.914120586	0.507518682	2.724879022	2.222231114	0.689824261	1.804887186	0.702322403	10.18364208	4.042881021	1.225326818	1.54001602	0.572553479	0.907394769	3.809332513	0.355167852	2.561494768	3.257845589	3.638323966	3.098875276	1.389097717	5.245200652	0.474674937	1.468611895	0.423075449	6.882317056	1.544058677	0.842523136	0.616752734	2.185324709	0.890890711
AJM1	4.988816553	9.88747872	12.25753811	8.638961418	6.020344887	10.84350379	8.370513778	8.214021267	12.16651021	6.757297656	3.274972805	6.25132285	10.52468916	4.405740785	2.48754328	6.281331806	10.23091745	11.27445495	10.02208778	15.92939309	13.35084488	5.383126271	8.029716709	7.0168954	8.324191701	13.30936051	7.838767566	4.241417201	5.439072318	33.12562211	3.356395737	7.079286724	4.075918917	5.179356176	10.59217871	14.88408488	15.29884545	4.853536937	6.869932215	3.773284881	7.013250237	5.823319066	8.672003934	21.96431611	9.630223902	9.941030195	7.467621926	17.83668695	8.899696168	8.343085259	9.025853553	11.96475782	25.32382809	16.12854844	5.982356779	4.066808864	14.59324698	9.371793018	18.61425412	13.38621786	10.30292299	8.134237109	8.266412468	9.818527783	13.06090342	10.1935262	7.186698868	10.65789943	13.47078819	21.55988037	9.516754084	8.761269407	4.051441121	3.877213499	11.04106892	5.795432593	3.784840114	5.446563387	6.884173223	6.950658816	12.65326914	7.56305313	5.567388747	12.97850149	9.540243661	5.165537375	10.91387129	9.015275545	7.281523369	2.28208069	2.346559843	3.78148815	7.246583806	8.66042497	4.846710655	3.754702426	2.210961795	2.370962143	4.975154584	7.533110923	2.064388987	10.9629702	4.911835997	15.92789163	12.70267099	4.827648399	12.2277506	5.606069792	11.69571916	10.16683096	6.509859853	15.40591711	6.81767674	4.843451372	6.015815218	16.92652709
AJUBA	25.30550322	10.9258753	7.345861964	41.76076637	43.60333302	31.06977103	29.12174665	10.45856261	43.73715793	17.90159022	26.3264494	21.44270131	23.76226225	4.993638444	28.63359032	46.66892056	9.651786781	38.42932983	16.75689439	51.49400394	44.39118538	14.31159182	22.27738842	33.72921183	5.917524791	10.55958145	42.90379913	47.39150789	4.804939972	36.4001163	9.430434458	34.52189433	37.02241917	5.518541247	21.64142078	29.44743645	54.83014468	31.73298099	80.86055958	18.83125663	32.31907741	26.5449107	52.02595331	20.4257479	46.76736687	26.021465	27.48172058	49.49797701	15.29554187	4.741411527	24.45635843	38.91729175	42.12832452	34.62583369	5.543477635	28.12517138	5.157957984	44.50425947	55.88063373	45.09135247	11.08725626	52.00286831	8.461001787	45.34305206	47.87071036	49.21844451	11.14232775	34.67978691	37.25665577	42.13324907	18.14443545	24.89099355	24.88406271	32.31781964	16.12087382	22.24990482	25.34350681	32.83199903	42.25792353	37.45642858	34.18914506	27.01125699	37.62334338	47.89173114	44.69271471	20.3138255	27.53098821	6.578039698	20.49509646	12.04935988	5.273821684	13.66430158	30.98369806	22.73531096	32.78467429	20.30551532	16.19723795	24.79563304	25.51566219	23.88271903	14.54312221	44.71285587	26.71086559	40.32258883	35.10575197	10.64480144	24.16460981	8.960289	36.99771696	17.03283441	21.90980286	34.97886442	12.20344899	17.92143549	41.7264333	15.28558442
AK1	7.077102091	7.489499532	3.025357463	16.30728719	12.20568551	21.56065083	21.89776776	5.926426062	7.626084047	7.203657915	8.283535368	13.76428625	7.651755313	7.266595771	10.18978776	8.739721054	9.275113973	10.50513671	21.60516868	26.54780747	11.42020925	8.61105135	8.725810412	14.73209952	3.953786774	5.493031502	19.47439608	18.87185696	7.233592439	18.82927299	11.85421425	0.265040598	10.41144718	2.566187618	78.87388654	22.00985994	20.46409412	10.59105046	11.363089	12.82800603	13.18645149	7.301319794	37.97409159	31.87159227	17.34088491	17.82591514	24.34908326	15.49334539	1.862011724	4.286689604	15.72333167	14.79267656	27.57158505	20.80165107	6.652577792	9.434960949	8.585477356	15.20771965	7.171802265	22.46175205	16.51769598	6.445164952	5.219388443	16.06224598	10.07126555	11.05760272	8.425464009	10.78410664	10.07654844	21.40120117	14.65564019	21.90075542	12.02933201	7.027343717	7.20059745	12.48269662	6.927934317	8.780066722	4.539677352	18.83092635	11.4371975	15.83117326	9.033067828	10.74874471	20.98269666	11.43229101	14.64546192	2.048379059	10.48919888	5.634373569	4.608722244	5.996257742	7.526707839	6.04078852	16.31276686	9.28433208	11.59931859	5.976908109	17.62737017	21.76714563	12.01685231	14.95747271	16.49495155	27.22549415	22.86376056	10.36381549	6.169709894	12.0181233	9.082682013	14.70327832	10.84110747	16.54749799	3.331200195	3.398503747	18.38997516	13.2598822
AK2	39.57050836	60.92763246	37.75326251	49.71627222	46.15138951	44.91117753	62.85113142	53.07619811	43.12527486	74.04447704	78.22238303	44.13681051	64.70798296	49.95509151	69.25935093	47.89361204	47.7356037	51.93074685	32.54781768	52.28277139	50.22381201	48.26415957	34.48548961	49.97875631	52.68648182	63.79245589	65.84898934	58.14741788	76.61809827	44.67398463	65.02457943	41.07090501	63.33603385	59.61673046	48.81454881	46.36333206	57.48887257	52.90748552	49.75935413	55.33880574	41.69237779	40.8247103	50.76073368	56.25504168	35.12402505	53.45414912	35.18939131	47.35334566	53.04322577	41.41683516	47.27170675	42.15341114	30.90688887	53.57615785	54.00429812	43.63899487	62.62422004	42.49903839	39.56611219	71.3835318	42.55394331	50.44079222	48.73883158	47.31334527	55.70210494	40.44714553	61.0301124	51.63568369	49.71426609	45.79826576	57.26642325	53.51662981	51.42870141	44.76432802	71.24058963	44.59385973	71.32320588	58.02251861	74.84322075	47.15487425	44.29220438	48.16679652	68.55938477	61.38460861	59.08481974	59.34269762	47.0530525	76.53162483	51.3987642	51.38835007	65.22689769	54.86869903	63.25300594	49.36777361	62.07922293	43.73647571	62.46773013	53.19862601	50.1793642	45.5814893	77.90190935	48.11154309	48.05372893	40.30007745	48.61445575	57.93707201	55.21244279	45.1464216	45.35104493	60.47547799	47.41368961	51.14024702	47.73050072	49.30663426	41.22164084	45.62499838
AK3	55.55574182	83.39792238	75.32931235	169.0074847	45.67133628	128.5721989	72.69233631	138.8364736	107.9747275	135.6025576	161.8907438	79.42260894	154.1461642	64.87118921	173.6378394	173.7568821	152.5276801	65.78164283	136.9240566	144.6736357	180.0409837	193.0640376	159.5595208	155.117975	60.92677466	164.6579725	117.4886914	84.6739352	115.7054123	100.0970629	27.18992648	169.4579841	159.155523	122.0825384	143.9295551	93.02113183	94.98700043	36.2155745	36.638254	43.57569356	28.4114722	48.13401185	98.1984156	78.78896426	101.6608828	134.572838	33.0643452	76.81114385	35.96355544	61.85598298	103.37053	91.31667928	85.43826693	89.78394672	38.98884642	81.62789409	74.20840411	63.68842679	91.21568075	28.69779848	134.3516337	63.79708854	71.66764071	87.07403125	91.44038655	94.25338122	58.717786	134.3110547	37.64037201	52.73125148	193.444122	132.5410651	94.0211869	80.6396664	61.38022275	131.310797	79.07581724	145.3448265	137.9158867	71.68243632	156.9655512	113.9317881	149.2750722	78.10368265	141.5463299	177.3057697	79.64401181	122.0236134	173.8185652	44.2942308	92.17943036	57.26027234	136.059021	76.9102779	171.4451701	121.591729	165.2199444	120.5966249	155.521812	83.86847489	21.00626657	108.5138038	98.70152784	81.32474212	91.34696429	40.96565982	54.88099376	109.2864149	74.60560657	107.5114743	104.1131505	111.0887717	82.14751878	35.3292258	43.36028234	111.8871897
AK4	83.67156651	194.4591956	82.34432889	53.87689643	45.26365667	92.44707845	70.81126806	57.65311812	91.05137928	143.1447602	108.9251448	112.9512082	13.5016417	20.48629476	101.3081781	80.29753181	89.41640857	13.1796738	38.66548512	18.06829696	75.22520693	93.12661107	56.47128877	14.70692724	135.2633934	51.81771237	72.24702397	86.75168947	144.6706139	55.07913302	62.40434816	18.87160246	145.4196839	117.0928329	13.63513179	69.60523806	59.45034806	13.40537432	91.00668307	52.90874349	85.40530205	85.22293836	41.93940168	70.90029657	33.32643404	83.7545549	24.82172103	52.23417623	82.92084789	65.61325196	72.24335215	22.49416331	34.70927544	46.89484973	84.07111218	11.25341832	24.09228074	87.12935879	48.84501915	63.05083153	46.70926008	75.25329639	68.37779658	76.17639268	44.72521046	41.80104251	158.6448973	110.0092299	65.94098553	68.07882764	70.74276091	84.3889102	32.32116223	132.6807202	109.138975	53.66364824	30.69486396	86.8566484	131.0892639	112.7579812	84.60817638	54.6676637	96.82793683	63.44612671	37.41347968	70.57852651	59.0457037	179.5585716	73.29128926	97.80948793	105.7547625	72.81464751	101.479369	86.36478747	95.01860454	41.84723583	46.92960727	150.6944101	66.853193	74.64241319	98.41781497	14.85622435	83.44906186	92.13171263	101.3107482	159.9239572	126.824973	96.32869951	56.90953001	101.8735872	123.6746638	100.232689	67.78133644	5.64601721	12.01805469	90.34584697
AK5	18.89357579	2.134166498	8.625630625	1.698632836	2.529813508	3.761244249	7.07993081	21.1224946	2.170473271	1.930696482	4.803997515	2.399165837	1.283036313	7.593166212	2.075625283	5.849882377	1.116521972	2.1153523	13.12009588	1.483688923	3.013590199	7.027070354	10.70882273	2.104828726	10.59464535	4.498341021	2.485823525	2.270967591	1.703796469	2.626179742	1.344939761	0.316233634	2.795972309	5.936533039	1.255968845	1.35873465	3.332918419	5.083082199	1.701861103	1.260059433	1.690892334	3.627751626	2.732111868	4.0507628	1.093801989	1.538065281	2.444227646	2.427316694	6.410042362	98.65753123	4.453284319	4.663236724	0.944498009	0.816380342	31.39854989	8.643174915	15.81773782	3.25562884	0.929304565	6.434948254	4.197098913	2.46298086	29.09883823	6.75280331	5.084717259	41.29914563	20.31944116	4.93268377	3.691482059	1.559727371	0.656528347	1.896306568	5.729973251	2.146080584	3.579752048	1.515321408	1.21777019	4.370575846	1.816517075	2.011543675	1.165260266	3.352695625	2.632967849	3.419175118	3.334927919	2.282632287	2.340302336	16.09648519	2.303487575	3.208280833	33.45559786	17.53565575	3.519533299	7.840242034	1.501908571	1.511833501	1.11640621	0.745674308	6.796885503	2.178294081	7.804771573	2.180382887	3.402207989	3.781053089	0.975296661	5.947832791	2.087495239	10.02064538	1.057945879	3.305995032	1.536565238	2.105991996	12.53477182	2.565551552	7.969060602	9.381479829
AK6	21.83015418	11.57773592	27.57283506	26.11593866	20.44609463	17.2509521	24.40924525	19.90653089	18.32090983	13.23404679	37.3513142	24.58507408	31.65450616	20.9821	13.44044702	10.77310596	24.78365735	10.02645775	22.59980794	20.81259573	19.36383642	18.44379522	19.15878963	22.28659538	13.63643815	25.17804112	17.03751408	19.44351514	24.02282404	3.418900813	24.52757843	15.45961319	32.83146135	28.08610616	4.000898323	14.22646212	17.52870457	29.45126214	11.81108766	10.3990232	3.705996309	20.81277763	3.126315576	11.70825543	12.4123477	13.78452288	6.516769815	5.292757417	9.28098876	15.85431873	15.36489102	3.268623872	11.30653771	7.357542496	16.3517752	13.24650021	10.54055227	13.30826431	7.991459882	11.55971011	6.702780608	17.66268027	21.3541025	9.571730549	7.369625388	31.70128731	33.30396348	19.59643399	16.24862103	20.20468789	33.33610375	22.54965485	14.43107175	22.78978059	20.04284011	21.36648558	13.30100954	27.17187636	15.13659539	21.16700074	20.71767411	41.40686291	38.06935587	17.77829644	19.81861432	39.51570705	34.60461438	38.55850929	35.36041269	28.04720844	32.21173192	36.22592927	27.01228705	16.54337997	28.38396652	21.86626961	24.80790712	17.97061144	22.76682303	20.67578012	24.37416237	14.89181134	15.10389569	12.68045741	16.86548613	19.39836902	19.73023279	23.1135329	18.74504807	17.69698258	26.09489866	20.61418035	26.98331949	24.89742326	27.7164231	1.696414159
AK7	3.116959724	1.833245213	0.641136277	1.014753427	1.288261391	0.955223229	0.969262639	1.224386235	2.399791189	0.816389086	1.726351072	0.677520583	1.163911749	0.780992524	1.492759176	1.262303491	1.335419179	0.802067187	0.364937833	1.862893756	1.29319892	1.581442852	0.54017483	2.879362215	1.64887174	2.630504609	1.388331298	1.854664258	0.274045956	0.707778204	2.758344972	1.013383508	1.558944499	0.961735435	0.636486984	1.098149281	1.041997295	2.102320777	2.060118738	0.518991555	0.726236749	2.65435038	1.29329552	1.732028193	0.56256252	2.340934826	0.372911754	1.51593093	0.845051044	0.936990801	0.913435802	0.493719059	0.443131752	1.066667448	0.489249717	1.71700713	0.695275421	0.886246161	0.582692703	0.185161289	1.110328045	1.436606331	0.270655702	1.246805518	1.496084355	1.312254224	2.411394874	1.608874239	2.013901983	1.518443431	1.24212345	1.42102182	0.902186547	2.283627959	1.731939743	2.635331669	1.136140017	1.64202891	1.547381717	1.037607114	1.06654623	1.3635598	2.539760341	2.167179264	2.128363868	1.012341934	0.886027956	1.671354733	0.820790637	1.700840608	0.630931227	0.915362462	2.369426022	2.630001279	1.46215502	2.354907599	1.222713451	1.415577708	2.587293603	1.435178908	0.920992666	1.670504404	1.342765947	1.115762527	0.769080287	1.44507401	0.72073698	1.718058394	0.899018425	1.873620776	1.558223302	1.398867908	1.703016325	0.580161579	1.637569359	1.235746965
AK8	7.681971996	6.372871756	3.612323535	6.701111011	4.843762619	7.355357164	4.317456148	5.280779288	6.059158071	3.874833521	3.801395976	3.358931168	3.278886215	1.710844874	5.634273244	4.970787537	2.995025542	5.056212131	4.213595541	7.44778325	6.23355713	3.068577826	4.96707963	5.665361875	5.429014841	9.492081211	4.9133532	3.829006264	3.558323295	7.645326355	3.132307582	5.69632622	3.32984698	5.019426608	9.691891813	5.737404793	4.378084474	4.956797231	5.989346706	3.703553064	5.564981861	6.550870573	7.224016949	2.611629547	4.258214092	5.250156436	0.876178071	4.199839644	1.822353079	6.886917311	4.555881476	5.293403849	5.590341232	6.238690313	2.456930644	5.046747765	5.024528183	5.491271053	3.782958607	3.045331275	2.813926014	6.583005794	3.945603668	3.332947322	4.391241739	8.951844288	4.99569304	4.286024513	4.691916869	2.680929569	3.380807715	4.46726437	1.738404168	1.852504776	1.705313963	4.625544585	4.025243759	3.951486369	4.032282159	4.457552036	4.827506816	5.273482439	4.430280144	4.098038532	8.656863405	5.177712149	4.967871512	6.646185413	5.489638663	4.461900716	5.754446018	3.720951723	4.011590817	4.359733738	4.466583309	4.566291707	4.570422625	3.77177324	5.580277821	4.587937928	3.651625751	6.788845856	3.031579268	4.630587609	4.557045405	4.192843983	2.013925886	3.543166625	4.189170751	2.191270218	3.830215154	4.382676574	5.531628747	3.72706167	6.902547218	6.020811432
AK9	3.911577092	1.792775315	5.042655787	4.629154368	4.418871161	5.512175298	2.976768102	4.765070752	5.408688286	2.59626505	2.610368008	4.487220788	3.778763647	5.945020798	3.760596008	5.110471382	1.965309029	4.225773964	4.319283627	3.181386649	3.537964857	6.195317535	5.841311839	3.460678432	2.943108712	7.254458463	3.329097894	3.907179637	5.420541628	2.619653739	3.22543024	3.377674188	3.83382382	4.432655474	3.265150227	2.662579416	2.07871067	3.842579791	2.637558969	1.847486702	2.019094276	3.263654356	1.905105207	1.684539613	2.036245949	3.333919646	3.02249143	2.090010291	3.932342427	2.937638281	3.695610731	1.471525394	3.336073903	2.074069773	5.853825833	4.023435134	2.884538081	1.908423831	2.253044635	1.735913651	2.229065524	2.982023942	1.903077029	2.858120654	3.335274391	3.07564291	1.535992901	3.017741445	3.914754009	3.274298203	4.637371706	2.991918655	2.452405348	5.332700554	4.337540319	3.340671089	5.285814766	4.835648699	4.988095608	3.720532304	5.312960995	7.028706695	4.475894354	4.698191252	2.408207181	5.280233693	6.868322128	1.425516958	5.280856484	3.658996022	2.529202681	4.350011036	4.511455591	6.286611288	3.918001917	3.729163009	2.928663933	3.960251894	4.74312686	3.796555965	2.599901709	5.48162949	3.707132551	2.917662081	1.514794583	3.018602652	3.030915487	4.950857149	2.298277057	3.177167629	3.487921316	3.226002074	5.547291016	4.754045079	4.291476577	3.636766408
